Title,Creator,AgeRecommendation,Active,Favorites,Visits,VoiceChat,Camera,Created,Updated,ServerSize,Genre,Likes,Dislikes,GameLink,DateFetched
Rich Mansion Tycoon!  🤑,Nebula Fun Studios,All Ages,219,629130,3.4M+,Not Supported,Supported,6/9/2024,10/14/2024,4,Simulation,529,213,https://www.roblox.com/games/17794872486/Rich-Mansion-Tycoon?gameSearchSessionInfo=1ad2b4b0-62e4-4ab7-948a-d9cd9f84865f&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=17794872486&amp;position=0&amp;universeId=6096392775,11/6/2024 22:00
Every Second You Get +1 Jump,lol games..,All Ages,597,4696834,376.0M+,Supported,Not Supported,9/26/2022,11/3/2024,15,Simulation,213K+,15K+,https://www.roblox.com/games/11063612131/Every-Second-You-Get-1-Jump?gameSearchSessionInfo=729b7c67-be2a-4cf2-ace4-f7a70ca12fad&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=11063612131&amp;position=0&amp;universeId=3967853925,11/6/2024 22:00
Onett - SSBM,@PrincessxPeqchx,All Ages,0,1,44,Not Supported,Supported,10/21/2024,10/30/2024,50,N/A,1,0,https://www.roblox.com/games/110949781355398/Onett-SSBM?gameSearchSessionInfo=e551ff60-2218-443d-b6ee-16801065639d&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=110949781355398&amp;position=0&amp;universeId=6701794575,11/6/2024 22:00
Berry Avenue 🏠 RP,Amberry Games,All Ages,26035,2325412,4.5B+,Not Supported,Not Supported,1/8/2022,11/3/2024,30,Roleplay &amp; Avatar Sim,689K+,100K+,https://www.roblox.com/games/8481844229/Berry-Avenue-RP?gameSearchSessionInfo=1d076e4e-bdac-4c38-a431-edb59c2ffde3&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=8481844229&amp;position=0&amp;universeId=3240075297,11/6/2024 22:01
Space Station Tycoon,J.M Studio's,All Ages,26,14504,1.4M+,Not Supported,Not Supported,5/13/2023,11/6/2024,5,Simulation,3802,1219,https://www.roblox.com/games/13421499226/Space-Station-Tycoon?gameSearchSessionInfo=98cc236d-d50d-4ee0-a96c-57d1ff633c3d&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=13421499226&amp;position=0&amp;universeId=4671081879,11/6/2024 22:01
Robot Tycoon,Smash Games.,Ages 9+,141,62810,37.1M+,Supported,Not Supported,9/5/2022,6/10/2024,5,Simulation,18K+,7375,https://www.roblox.com/games/10828925984/Robot-Tycoon?gameSearchSessionInfo=a5b4584c-2f38-4e02-a61c-43489aa4ee83&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=10828925984&amp;position=0&amp;universeId=3911660863,11/6/2024 22:01
Bloxy Bingo,Bloxy Bingo,All Ages,1654,977459,302.6M+,Not Supported,Not Supported,6/28/2020,11/3/2024,80,Party &amp; Casual,247K+,47K+,https://www.roblox.com/games/5244411056/Bloxy-Bingo?gameSearchSessionInfo=17d80756-8904-4c52-b15c-e98f1ebec738&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=5244411056&amp;position=0&amp;universeId=1836146838,11/6/2024 22:01
Ro-Bio Virus Injection,Saiyco,Ages 9+,205,13289,2.8M+,Not Supported,Not Supported,8/16/2023,11/5/2024,12,N/A,2144,456,https://www.roblox.com/games/14457414866/Ro-Bio-Virus-Injection?gameSearchSessionInfo=31f9fb38-e80b-47a7-9620-a642cb98faf5&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=14457414866&amp;position=0&amp;universeId=4993731323,11/6/2024 22:01
Pandemonium Practice,@rapandsam,All Ages,89,411,57.7K+,Supported,Supported,9/1/2024,11/6/2024,30,N/A,194,67,https://www.roblox.com/games/139206347748790/Pandemonium-Practice?gameSearchSessionInfo=0b7d709c-06cf-4910-ad2f-def282d3e698&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=139206347748790&amp;position=0&amp;universeId=6497185487,11/6/2024 22:01
Rokadia [RP],@Wolfpaq,All Ages,12,514286,79.8M+,Not Supported,Not Supported,2/5/2017,3/21/2022,20,Roleplay &amp; Avatar Sim,44K+,9694,https://www.roblox.com/games/641222207/Rokadia-RP?gameSearchSessionInfo=c395c91d-f708-4986-8225-3bd37e521d57&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=641222207&amp;position=0&amp;universeId=266725728,11/6/2024 22:01
🎀 Ally's Murder Mystery 2 (MM2),Secret Killers 2,All Ages,1688,73984,953.4K+,Supported,Supported,11/2/2024,11/2/2024,12,N/A,409,78,https://www.roblox.com/games/72489591238825/Allys-Murder-Mystery-2-MM2?gameSearchSessionInfo=84fc8db3-63fd-42ec-abdb-b0d7e27529ff&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=72489591238825&amp;position=0&amp;universeId=6747259529,11/6/2024 22:01
Natural Disaster Survival,@Stickmasterluke,All Ages,5062,10626985,3.1B+,Supported,Supported,3/29/2008,11/5/2024,30,Survival,3M+,382K+,https://www.roblox.com/games/189707/Natural-Disaster-Survival?gameSearchSessionInfo=e3081d07-14e3-4dd6-90d6-b0b43410922b&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=189707&amp;position=0&amp;universeId=65241,11/6/2024 22:01
Pirate Tycoon [ALPHA],@ItsMuneeeb,All Ages,0,298,34.6K+,Supported,Not Supported,3/18/2021,1/1/2024,16,N/A,213,36,https://www.roblox.com/games/6532714900/Pirate-Tycoon-ALPHA?gameSearchSessionInfo=fa954154-d76a-43da-a8e6-6f1dc998cbf1&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=6532714900&amp;position=0&amp;universeId=2449471932,11/6/2024 22:01
D-DAY,Vision Works,Ages 9+,186,631613,123.9M+,Supported,Not Supported,7/6/2017,11/3/2024,50,Action,217K+,54K+,https://www.roblox.com/games/901793731/D-DAY?gameSearchSessionInfo=122aebd8-8753-425f-a609-0a2f306ab778&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=901793731&amp;position=0&amp;universeId=375716943,11/6/2024 22:01
MMV,MMV Gamеs,All Ages,4257,224330,3.8M+,Supported,Supported,11/2/2024,11/6/2024,12,N/A,2631,326,https://www.roblox.com/games/100742383703997/MMV?gameSearchSessionInfo=2457ad01-d64a-4026-b192-2b15cf195331&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=100742383703997&amp;position=0&amp;universeId=6750932849,11/6/2024 22:02
Limitless Airline Manager - [V.0.1.11],Extant Notion Entertainment,All Ages,78,25519,3.3M+,Not Supported,Not Supported,2/26/2022,10/31/2024,1,Simulation,8707,1448,https://www.roblox.com/games/8945226556/Limitless-Airline-Manager-V-0-1-11?gameSearchSessionInfo=a4ae86dd-0be8-4015-ac50-4afb063e6408&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=8945226556&amp;position=0&amp;universeId=3376784467,11/6/2024 22:02
[UPDATE] Poppy Playtime [StoryMode],Official Mike Tech Studios,All Ages,66,302,209.8K+,Supported,Not Supported,6/1/2024,11/6/2024,30,N/A,88,41,https://www.roblox.com/games/17690669179/UPDATE-Poppy-Playtime-StoryMode?gameSearchSessionInfo=3e393568-466f-49b8-836b-143e926e5547&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=17690669179&amp;position=0&amp;universeId=6058941436,11/6/2024 22:02
[🎄RED ONE] Anime Defenders,Small World Games x Anime Defenders,All Ages,71489,686566,3.1B+,Supported,Not Supported,4/5/2024,11/3/2024,30,Strategy,1M+,60K+,https://www.roblox.com/games/17017769292/RED-ONE-Anime-Defenders?gameSearchSessionInfo=927b8298-486f-48ae-8e79-a40579a81047&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=17017769292&amp;position=0&amp;universeId=5836869368,11/6/2024 22:02
Dress To Impress 💜,Dress To Impress Group,All Ages,128508,3304116,4.1B+,Supported,Not Supported,10/18/2023,11/6/2024,13,Roleplay &amp; Avatar Sim,2M+,196K+,https://www.roblox.com/games/15101393044/Dress-To-Impress?gameSearchSessionInfo=f32d684a-cb72-4e70-b062-fcf78c0dc37c&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=15101393044&amp;position=0&amp;universeId=5203828273,11/6/2024 22:02
DENSITY,@Melanak_84,All Ages,0,0,13,Not Supported,Supported,3/3/2024,3/22/2024,50,N/A,0,0,https://www.roblox.com/games/16606542224/DENSITY?gameSearchSessionInfo=23ac580b-605b-448f-a955-f8cfff89b71c&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=16606542224&amp;position=0&amp;universeId=5714171720,11/6/2024 22:02
Nuke's Digital Circus Roleplay 🎪,Nuke's Games,All Ages,3,16749,1.0M+,Not Supported,Not Supported,10/29/2023,8/31/2024,25,Roleplay &amp; Avatar Sim,199,131,https://www.roblox.com/games/15208269961/Nukes-Digital-Circus-Roleplay?gameSearchSessionInfo=75bae63a-e766-48de-b2a1-32663229555b&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=15208269961&amp;position=0&amp;universeId=5243101434,11/6/2024 22:02
Short Creepy Horror Stories [no gore and blood],@kharbor_ykt,All Ages,369,2426,474.5K+,Supported,Supported,10/24/2024,11/3/2024,30,N/A,316,57,https://www.roblox.com/games/105265986112006/Short-Creepy-Horror-Stories-no-gore-and-blood?gameSearchSessionInfo=6f9a8e9c-cf10-49fc-89a4-a800343eb831&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=105265986112006&amp;position=0&amp;universeId=6710779449,11/6/2024 22:02
Every Second You Get Older [🎃HALLOWEEN🎃],Children Falling Inc,All Ages,349,92335,87.5M+,Not Supported,Not Supported,2/5/2023,11/2/2024,20,Simulation,17K+,9135,https://www.roblox.com/games/12381382675/Every-Second-You-Get-Older-HALLOWEEN?gameSearchSessionInfo=b5f0637b-92c2-4723-a25c-b19e4d5d580c&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=12381382675&amp;position=0&amp;universeId=4357443039,11/6/2024 22:02
Super Bagel 47,@urgrandmother436,All Ages,271,19176,989.0K+,Not Supported,Not Supported,9/1/2024,11/5/2024,80,N/A,7359,507,https://www.roblox.com/games/91386219365645/Super-Bagel-47?gameSearchSessionInfo=c2d6af20-db72-44e0-ae1e-6e50ea6cb50c&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=91386219365645&amp;position=0&amp;universeId=6495742909,11/6/2024 22:02
🎃 Creatures of Sonaria 🖤 Survive Kaiju Animals,Sonar Studios,Ages 9+,19022,3736370,1.0B+,Not Supported,Not Supported,6/26/2020,11/2/2024,75,Roleplay &amp; Avatar Sim,714K+,73K+,https://www.roblox.com/games/5233782396/Creatures-of-Sonaria-Survive-Kaiju-Animals?gameSearchSessionInfo=ae2f9511-1e75-4e2c-b228-9f5e6a406e46&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=5233782396&amp;position=0&amp;universeId=1831550657,11/6/2024 22:02
Break In (Story),@Cracky4,All Ages,4845,3862965,2.5B+,Supported,Not Supported,9/10/2019,10/9/2023,45,Adventure,1M+,108K+,https://www.roblox.com/games/3851622790/Break-In-Story?gameSearchSessionInfo=f2eb7651-a063-4f69-b5ca-0de15f653e14&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=3851622790&amp;position=0&amp;universeId=1318971886,11/6/2024 22:02
🎃 Arm Wrestle Simulator,Kubo Games,All Ages,9023,900154,1.0B+,Supported,Not Supported,4/15/2023,11/5/2024,9,Simulation,1M+,58K+,https://www.roblox.com/games/13127800756/Arm-Wrestle-Simulator?gameSearchSessionInfo=da0ff176-aec3-4c9c-a6f4-a3b661c9da20&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=13127800756&amp;position=0&amp;universeId=4582358979,11/6/2024 22:03
🎃 DOORS 👁️,LSPLASH,All Ages,31843,6719885,5.7B+,Supported,Not Supported,3/14/2021,11/4/2024,40,Survival,3M+,291K+,https://www.roblox.com/games/6516141723/DOORS?gameSearchSessionInfo=bdcc30c3-d29d-4214-b37e-2827a4544b4d&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=6516141723&amp;position=0&amp;universeId=2440500124,11/6/2024 22:03
Titan Clash Online [Alpha],Founding Games,Ages 9+,265,64662,31.0M+,Not Supported,Not Supported,6/15/2021,10/18/2024,20,RPG,12K+,2830,https://www.roblox.com/games/6955924345/Titan-Clash-Online-Alpha?gameSearchSessionInfo=9478810d-4038-4977-9687-9d32a9be76e3&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=6955924345&amp;position=0&amp;universeId=2664980198,11/6/2024 22:03
Lag Test 2025,@Enomphia,All Ages,113,3528,640.4K+,Supported,Not Supported,8/5/2024,11/6/2024,25,N/A,1875,159,https://www.roblox.com/games/18808135322/Lag-Test-2025?gameSearchSessionInfo=42f445f7-6aca-49f9-93aa-e0f09991c27f&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=18808135322&amp;position=0&amp;universeId=6372809457,11/6/2024 22:03
🎃 RIVALS,Nosniy Games,Ages 9+,42273,14028724,1.4B+,Supported,Supported,5/27/2024,10/31/2024,40,Shooter,2M+,124K+,https://www.roblox.com/games/17625359962/RIVALS?gameSearchSessionInfo=4e68dd9b-d3a3-4d86-8aba-e00df389db30&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=17625359962&amp;position=0&amp;universeId=6035872082,11/6/2024 22:03
[SKINS] Liar's Club,glaceon pokemon card,All Ages,1268,4163,596.5K+,Supported,Supported,10/24/2024,11/6/2024,50,N/A,563,113,https://www.roblox.com/games/110386700028483/SKINS-Liars-Club?gameSearchSessionInfo=35936ef4-5269-49cd-866e-5002dca472fe&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=110386700028483&amp;position=0&amp;universeId=6710506800,11/6/2024 22:03
( Zoonomaly ) WIP,@S2d6u,All Ages,0,13,24.2K+,Not Supported,Supported,3/31/2024,10/26/2024,50,N/A,8,3,https://www.roblox.com/games/16939884612/Zoonomaly-WIP?gameSearchSessionInfo=a1405047-5f91-4866-a808-930a47a9e456&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=16939884612&amp;position=0&amp;universeId=5816085826,11/6/2024 22:03
Blush Canyon (For Obby King),@conormasters,All Ages,533,149182,123.2M+,Not Supported,Not Supported,5/26/2019,12/29/2023,20,Obby &amp; Platformer,16K+,18K+,https://www.roblox.com/games/3218570640/Blush-Canyon-For-Obby-King?gameSearchSessionInfo=00f3a325-3535-429d-876c-9771f01bb6bb&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=3218570640&amp;position=0&amp;universeId=1162648755,11/6/2024 22:03
Weakest Dummy Fights Back (UPDATE),@dr1ppy01,All Ages,973,1360,936.2K+,Supported,Not Supported,10/17/2024,11/6/2024,7,N/A,318,498,https://www.roblox.com/games/85939983746506/Weakest-Dummy-Fights-Back-UPDATE?gameSearchSessionInfo=5d6db54c-aa46-44e9-a682-607b4aa20c54&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=85939983746506&amp;position=0&amp;universeId=6684635555,11/6/2024 22:03
Weird Interesting Game 😳,Ultimate Gamer Group XD,All Ages,39,3063,227.8K+,Not Supported,Supported,9/15/2024,10/17/2024,50,N/A,2570,963,https://www.roblox.com/games/106972489069516/Weird-Interesting-Game?gameSearchSessionInfo=e4e0ca66-22ba-4a26-a394-620c26c399c3&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=106972489069516&amp;position=0&amp;universeId=6555226641,11/6/2024 22:03
Emergency Hamburg,Emergency Hamburg,Ages 9+,15202,525317,450.8M+,Supported,Not Supported,10/12/2021,11/3/2024,42,Roleplay &amp; Avatar Sim,210K+,39K+,https://www.roblox.com/games/7711635737/Emergency-Hamburg?gameSearchSessionInfo=e5fcd093-bb8e-47f3-938a-e66c98abff95&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=7711635737&amp;position=0&amp;universeId=2992873140,11/6/2024 22:03
🚪Sprunki in Area 51 🔦,Existe uma Ideia,All Ages,72,154,197.9K+,Supported,Supported,10/15/2024,10/16/2024,20,N/A,19,17,https://www.roblox.com/games/132856517281649/Sprunki-in-Area-51?gameSearchSessionInfo=f2a7c162-ca9a-4ab8-ad1e-a83e817a6b8c&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=132856517281649&amp;position=0&amp;universeId=6677586836,11/6/2024 22:04
Five Nights TD [SEASON],Hyper TD,All Ages,21229,242427,416.5M+,Not Supported,Supported,1/3/2024,11/5/2024,20,Strategy,215K+,16K+,https://www.roblox.com/games/15846919378/Five-Nights-TD-SEASON?gameSearchSessionInfo=311139a4-24c6-42dc-bc7e-350d4143669a&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=15846919378&amp;position=0&amp;universeId=5479908441,11/6/2024 22:04
[W50] Obby But You’re On a Bike,FORTUNE 777,All Ages,4530,5769174,1.4B+,Not Supported,Not Supported,7/25/2023,11/5/2024,20,Obby &amp; Platformer,777K+,237K+,https://www.roblox.com/games/14184086618/W50-Obby-But-You-re-On-a-Bike?gameSearchSessionInfo=3f5da239-c440-4b84-b1e1-a7c79fd4de11&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=14184086618&amp;position=0&amp;universeId=4908792642,11/6/2024 22:04
Survive a plane crash!,@DOLLYNHO_CR4FTYT,All Ages,151,9482,4.8M+,Not Supported,Not Supported,9/21/2021,10/15/2024,20,Survival,2674,1606,https://www.roblox.com/games/7525558608/Survive-a-plane-crash?gameSearchSessionInfo=42a08611-9050-4ad5-928c-82625f2c828a&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=7525558608&amp;position=0&amp;universeId=2927256010,11/6/2024 22:04
3008 [2.73],@uglyburger0,All Ages,15600,4843900,2.3B+,Supported,Supported,1/20/2019,11/2/2024,16,Survival,1M+,152K+,https://www.roblox.com/games/2768379856/3008-2-73?gameSearchSessionInfo=eff44e5e-fbcf-42d1-bdb9-6cd0fb328a09&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=2768379856&amp;position=0&amp;universeId=1000233041,11/6/2024 22:04
Gunfight Arena,Gunfight Studio,Ages 9+,5848,1126394,525.3M+,Not Supported,Not Supported,8/21/2023,11/4/2024,20,Shooter,443K+,58K+,https://www.roblox.com/games/14518422161/Gunfight-Arena?gameSearchSessionInfo=770bd299-2bc0-41eb-bd81-53f963f00fc2&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=14518422161&amp;position=0&amp;universeId=5012222382,11/6/2024 22:04
Guts &amp; Blackpowder,Guts &amp; Blackpowder,Ages 13+,5205,586771,163.7M+,Supported,Not Supported,1/31/2023,11/6/2024,20,Shooter,231K+,14K+,https://www.roblox.com/games/12334109280/Guts-Blackpowder?gameSearchSessionInfo=e79c4596-4b80-4254-a288-df29b6afa56d&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=12334109280&amp;position=0&amp;universeId=4342047058,11/6/2024 22:04
Gym League 🎃,1v2 Studios,All Ages,10506,3785053,385.0M+,Supported,Supported,5/11/2024,11/4/2024,8,Simulation,973K+,25K+,https://www.roblox.com/games/17450551531/Gym-League?gameSearchSessionInfo=16c30203-baa1-4709-acb4-c6fdf235755a&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=17450551531&amp;position=0&amp;universeId=5972059550,11/6/2024 22:04
Gym Star Simulator[NEW PIRATE TRAINER🏴‍☠️💪],Gym Simulator Club,All Ages,7705,224242,55.8M+,Supported,Supported,8/20/2024,11/6/2024,12,Simulation,55K+,3548,https://www.roblox.com/games/70906625936847/Gym-Star-Simulator-NEW-PIRATE-TRAINER?gameSearchSessionInfo=32687b3d-394a-47b6-8f1d-6b0bf5f35141&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=70906625936847&amp;position=0&amp;universeId=6443367640,11/6/2024 22:04
Teamwork Puzzles 2 (Obby),Pear Pressure,All Ages,2178,14035574,717.4M+,Supported,Supported,2/28/2023,11/4/2024,22,Obby &amp; Platformer,634K+,46K+,https://www.roblox.com/games/12641272458/Teamwork-Puzzles-2-Obby?gameSearchSessionInfo=4b8e4ee7-ceac-4dad-b819-e3d33760047a&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=12641272458&amp;position=0&amp;universeId=4434803478,11/6/2024 22:04
Jailbreak 🍁,Badimo,All Ages,11627,18276008,7.1B+,Supported,Supported,1/7/2017,10/23/2024,28,Action,5M+,771K+,https://www.roblox.com/games/606849621/Jailbreak?gameSearchSessionInfo=bcf9b071-6138-4da7-9992-e436fad5dd4f&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=606849621&amp;position=0&amp;universeId=245662005,11/6/2024 22:04
[UPDATE 1] Project: Afternight,Project: AE,All Ages,531,98881,15.5M+,Supported,Not Supported,4/8/2023,11/5/2024,40,Action,41K+,4101,https://www.roblox.com/games/13042495892/UPDATE-1-Project-Afternight?gameSearchSessionInfo=db4cf6c3-b196-44fe-89ea-8b5b1974800c&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=13042495892&amp;position=0&amp;universeId=4557322431,11/6/2024 22:04
[NEW CODE] Project Polaro,@NushDespreCe,All Ages,609,1444,317.2K+,Not Supported,Supported,10/30/2024,11/6/2024,13,N/A,500,46,https://www.roblox.com/games/135459190760173/NEW-CODE-Project-Polaro?gameSearchSessionInfo=c2170bfa-9935-491e-99e2-69372a26d3fc&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=135459190760173&amp;position=0&amp;universeId=6735521335,11/6/2024 22:05
Destroy The Warner Bros. Water Tower!,@kaciechAltAC3,All Ages,0,8,3641,Not Supported,Supported,10/20/2024,11/3/2024,1,N/A,3,0,https://www.roblox.com/games/135657006575799/Destroy-The-Warner-Bros-Water-Tower?gameSearchSessionInfo=91146c37-4327-4f0c-a08f-70c7c9a44052&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=135657006575799&amp;position=0&amp;universeId=6699429975,11/6/2024 22:05
[UPDATE!] Speed Draw!,Studio Giraffe,All Ages,11010,1495633,1.2B+,Supported,Not Supported,7/10/2021,10/17/2024,8,Party &amp; Casual,377K+,56K+,https://www.roblox.com/games/7074772062/UPDATE-Speed-Draw?gameSearchSessionInfo=aaa21074-7de5-40b3-86d0-15348136172e&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=7074772062&amp;position=0&amp;universeId=2729513759,11/6/2024 22:05
Kawaii cinnamon,@xXmonjiraXx,All Ages,0,1,27,Not Supported,Not Supported,10/15/2023,1/29/2024,50,N/A,0,0,https://www.roblox.com/games/15070907214/Kawaii-cinnamon?gameSearchSessionInfo=032298b1-d37c-42ec-a0e9-babc53e96a18&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=15070907214&amp;position=0&amp;universeId=5192605772,11/6/2024 22:05
Z O th century fox Free Admin,@AlexRyanPagac11,All Ages,0,106,89.8K+,Not Supported,Not Supported,8/19/2020,8/24/2020,50,N/A,14,21,https://www.roblox.com/games/5587958890/Z-O-th-century-fox-Free-Admin?gameSearchSessionInfo=a12422ae-322d-4a1e-9c04-78f4bb03aff2&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=5587958890&amp;position=0&amp;universeId=1952093128,11/6/2024 22:05
